,date,gateway,chain,relays,relays_norm
1759,2022-07-15,eu-central-1,0005,11648337,0.25730825534012947
1758,2022-07-15,ca-central-1,0005,265097,0.005855912871159402
1757,2022-07-15,ap-southeast-1,0005,2837308,0.06267527899841771
1756,2022-07-15,ap-northeast-2,0005,166205,0.0036714183817661023
1755,2022-07-15,ap-east-1,0005,881179,0.019464978660246518
1754,2022-07-15,us-west-2,03DF,516510,0.06963103545478971
1752,2022-07-15,us-east-1,03DF,1029694,0.13881369077381703
1751,2022-07-15,eu-west-3,03DF,174306,0.023498300644677887
1750,2022-07-15,eu-west-2,03DF,27490,0.0037059440565568313
1749,2022-07-15,eu-west-1,03DF,33506,0.004516964771152899
1748,2022-07-15,eu-south-1,03DF,743389,0.10021673504036836
1747,2022-07-15,eu-north-1,03DF,114507,0.015436760134017938
1746,2022-07-15,eu-central-1,03DF,1412552,0.190427016696161
1745,2022-07-15,ca-central-1,03DF,124395,0.01676976758513594
1744,2022-07-15,ap-southeast-1,03DF,68763,0.009269982945107945
1742,2022-07-15,ap-east-1,03DF,51716,0.006971866236045583
1767,2022-07-15,us-west-2,0005,39121,0.0008641711050393892
1715,2022-07-15,us-west-2,0049,1124616,0.044977965269953936
1713,2022-07-15,us-east-1,0049,3839899,0.15357316974161034
1685,2022-07-15,eu-west-2,0040,7818196,0.028395763002191248
1684,2022-07-15,eu-west-1,0040,517041,0.001877897880587282
1683,2022-07-15,eu-south-1,0040,5920292,0.021502557435982526
1682,2022-07-15,eu-north-1,0040,4782951,0.017371723994524267
1681,2022-07-15,eu-central-1,0040,25256020,0.09173010734171953
1680,2022-07-15,ca-central-1,0040,5681765,0.020636225079819586
1679,2022-07-15,ap-southeast-1,0040,5296732,0.019237781523784064
1678,2022-07-15,ap-northeast-2,0040,126188,0.0004583160286235481
1677,2022-07-15,ap-east-1,0040,15760455,0.05724212401258552
1675,2022-07-15,us-east-2,0009,3715271,0.01704112889964095
1686,2022-07-15,eu-west-3,0040,5122723,0.01860577916361705
1674,2022-07-15,us-east-1,0009,25980704,0.11916776078176189
1672,2022-07-15,eu-west-2,0009,3323415,0.015243771827681005
1671,2022-07-15,eu-west-1,0009,164842,0.0007560939081091564
1670,2022-07-15,eu-south-1,0009,3491739,0.016015836902046554
1669,2022-07-15,eu-north-1,0009,8659739,0.039720313413543144
1668,2022-07-15,eu-central-1,0009,27203852,0.12477807096676267
1667,2022-07-15,ca-central-1,0009,1671337,0.007666054307139159
1666,2022-07-15,ap-southeast-1,0009,31022128,0.14229166108990723
1665,2022-07-15,ap-northeast-2,0009,875101,0.004013895336626776
1664,2022-07-15,ap-east-1,0009,14340507,0.0657767436812021
1714,2022-07-15,us-east-2,0049,1146037,0.04583467813376495
1673,2022-07-15,eu-west-3,0009,4709609,0.021601938064789654
1687,2022-07-15,us-east-1,0040,38818988,0.1409909374532061
1676,2022-07-15,us-west-2,0009,3282539,0.015056282628400058
1689,2022-07-15,us-west-2,0040,4685005,0.017015983181296684
1712,2022-07-15,eu-west-3,0049,557660,0.022303090221411144
1688,2022-07-15,us-east-2,0040,14727287,0.05348964790819419
1711,2022-07-15,eu-west-2,0049,1092995,0.04371331294435906
1710,2022-07-15,eu-west-1,0049,88345,0.003533275661891775
1709,2022-07-15,eu-south-1,0049,299735,0.011987621037038104
1708,2022-07-15,eu-north-1,0049,340313,0.013610500201770057
1707,2022-07-15,eu-central-1,0049,1765744,0.07061928009883334
1706,2022-07-15,ca-central-1,0049,509005,0.020357178994637196
1704,2022-07-15,ap-northeast-2,0049,85419,0.003416253028050637
1703,2022-07-15,ap-east-1,0049,1033167,0.04132054803067225
1702,2022-07-15,us-west-2,0004,64256,0.001901987665318725
1701,2022-07-15,us-east-2,0004,356251,0.010545085404591962
1705,2022-07-15,ap-southeast-1,0049,2037498,0.08148782720644257
1691,2022-07-15,ap-northeast-2,0004,349506,0.010345432348027987
1699,2022-07-15,eu-west-3,0004,1862573,0.05513245256093895
1698,2022-07-15,eu-west-2,0004,3236670,0.09580593900502922
1697,2022-07-15,eu-west-1,0004,165864,0.00490960038160522
1696,2022-07-15,eu-south-1,0004,132178,0.0039124895048944595
1695,2022-07-15,eu-north-1,0004,912840,0.027020206990935398
1694,2022-07-15,eu-central-1,0004,13910311,0.41174738456715915
1693,2022-07-15,ca-central-1,0004,297121,0.008794828142230529
1692,2022-07-15,ap-southeast-1,0004,13252954,0.3922895143961102
1700,2022-07-15,us-east-1,0004,2345104,0.06941544574653889
1690,2022-07-15,ap-east-1,0004,1826139,0.0540540004537704
1836,2022-07-16,ca-central-1,0027,38171,0.00042954934432197625
1837,2022-07-16,eu-central-1,0027,5089442,0.05727296832843592
1838,2022-07-16,eu-north-1,0027,242918,0.002733626774881607
1839,2022-07-16,eu-south-1,0027,226960,0.002554046768156866
1844,2022-07-16,us-east-2,0027,98264,0.0011057933187617478
1841,2022-07-16,eu-west-2,0027,295098,0.0033208234631192934
1842,2022-07-16,eu-west-3,0027,1213167,0.013652120442300672
1843,2022-07-16,us-east-1,0027,1175317,0.013226183404167357
1835,2022-07-16,ap-southeast-1,0027,46052808,0.5182456178927946
1840,2022-07-16,eu-west-1,0027,1144,1.2873764111611978e-05
1834,2022-07-16,ap-northeast-2,0027,19358640,0.21784839587553856
1822,2022-07-16,ap-southeast-1,0021,28900015,0.14767017789888634
1832,2022-07-16,us-west-2,0021,892329,0.004559526428423492
1831,2022-07-16,us-east-2,0021,7396931,0.037796039783224586
1830,2022-07-16,us-east-1,0021,12771518,0.0652585244367115
1829,2022-07-16,eu-west-3,0021,1844085,0.00942270652837612
1828,2022-07-16,eu-west-2,0021,1912186,0.009770681669049649
1827,2022-07-16,eu-west-1,0021,231075,0.0011807220985174285
1826,2022-07-16,eu-south-1,0021,2869266,0.014661065769662265
1825,2022-07-16,eu-north-1,0021,3815202,0.019494507461680795
1824,2022-07-16,eu-central-1,0021,90983692,0.46489865086704907
1823,2022-07-16,ca-central-1,0021,729460,0.0037273159882485053
1845,2022-07-16,us-west-2,0027,347206,0.00390720991445485
1833,2022-07-16,ap-east-1,0027,6492882,0.07306628607738759
1846,2022-07-16,ap-east-1,03DF,61833,0.005336608158426137
1871,2022-07-16,us-west-2,0005,110768,0.0023028651448632697
1848,2022-07-16,ap-southeast-1,03DF,188651,0.016281863498378683
1821,2022-07-16,ap-northeast-2,0021,5705494,0.029153317532223725
1870,2022-07-16,us-east-2,0005,293358,0.006098908648407474
1869,2022-07-16,us-east-1,0005,12735850,0.26477814039439973
1868,2022-07-16,eu-west-3,0005,2907734,0.06045174851160853
1867,2022-07-16,eu-west-2,0005,2432724,0.050576297366318364
1866,2022-07-16,eu-west-1,0005,60250,0.001252596643236422
1865,2022-07-16,eu-south-1,0005,1151509,0.023939855735378074
1864,2022-07-16,eu-north-1,0005,514738,0.010701395700352355
1863,2022-07-16,eu-central-1,0005,16257001,0.3379828196131312
1862,2022-07-16,ca-central-1,0005,460280,0.009569214654752868
1861,2022-07-16,ap-southeast-1,0005,4386979,0.09120523102653404
1860,2022-07-16,ap-northeast-2,0005,577273,0.012001497461095752
1859,2022-07-16,ap-east-1,0005,1414522,0.02940789226529577
1858,2022-07-16,us-west-2,03DF,1496658,0.12917175768883518
1857,2022-07-16,us-east-2,03DF,1344852,0.11606986811372094
1856,2022-07-16,us-east-1,03DF,1965374,0.16962513419628047
1855,2022-07-16,eu-west-3,03DF,231354,0.01996742263652937
1854,2022-07-16,eu-west-2,03DF,28175,0.002431693996145366
1853,2022-07-16,eu-west-1,03DF,48279,0.0041668058363762955
1852,2022-07-16,eu-south-1,03DF,1976144,0.17055465839640419
1851,2022-07-16,eu-north-1,03DF,347561,0.029996876557028554
1850,2022-07-16,eu-central-1,03DF,2000229,0.17263335759417386
1849,2022-07-16,ca-central-1,03DF,133406,0.011513844516407051
1847,2022-07-16,ap-northeast-2,03DF,112985,0.009751373421632091
1820,2022-07-16,ap-east-1,0021,3951215,0.020189492011223806
1793,2022-07-16,us-west-2,0040,5272640,0.023971810099894485
1818,2022-07-16,us-east-2,0049,1334406,0.05163596744719797
1790,2022-07-16,eu-west-3,0040,7383545,0.03356894053150327
1789,2022-07-16,eu-west-2,0040,9588358,0.04359301927417841
1788,2022-07-16,eu-west-1,0040,632660,0.0028763589734552794
1787,2022-07-16,eu-south-1,0040,9863511,0.04484398946452258
1786,2022-07-16,eu-north-1,0040,7290154,0.03314434273665302
1785,2022-07-16,eu-central-1,0040,35266887,0.1603392452316937
1784,2022-07-16,ca-central-1,0040,7384975,0.03357544195933503
1783,2022-07-16,ap-southeast-1,0040,9071394,0.04124266673038975
1782,2022-07-16,ap-northeast-2,0040,12379876,0.05628452474135183
1781,2022-07-16,ap-east-1,0040,7359439,0.033459343734781315
1791,2022-07-16,us-east-1,0040,43729936,0.19881609999403324
1780,2022-07-16,us-west-2,0009,4306877,0.020149593978296607
1778,2022-07-16,us-east-1,0009,31480292,0.14727959542801405
1777,2022-07-16,eu-west-3,0009,6667431,0.03119337457937808
1776,2022-07-16,eu-west-2,0009,5105013,0.023883649150864047
1775,2022-07-16,eu-west-1,0009,104864,0.000490603057143284
1774,2022-07-16,eu-south-1,0009,3340489,0.01562837690488167
1773,2022-07-16,eu-north-1,0009,12229072,0.05721334403823365
1772,2022-07-16,eu-central-1,0009,39514736,0.18486849904456992
1771,2022-07-16,ca-central-1,0009,4028094,0.018845316131947277
1770,2022-07-16,ap-southeast-1,0009,36552060,0.17100770885036565
1769,2022-07-16,ap-northeast-2,0009,9841183,0.046041677465159775
1779,2022-07-16,us-east-2,0009,5041855,0.023588166355213915
1792,2022-07-16,us-east-2,0040,16362930,0.07439329266512913
1768,2022-07-16,ap-east-1,0009,21708448,0.10156231838034033
1794,2022-07-16,ap-east-1,0004,3825785,0.08916825858588721
1817,2022-07-16,us-east-1,0049,4949630,0.1915301141898901
1816,2022-07-16,eu-west-3,0049,917861,0.03551740678403168
1815,2022-07-16,eu-west-2,0049,1684647,0.06518883881818556
1814,2022-07-16,eu-west-1,0049,44798,0.0017334964543771346
1813,2022-07-16,eu-south-1,0049,464622,0.01797894079257139
1812,2022-07-16,eu-north-1,0049,463185,0.017923334863625007
1819,2022-07-16,us-west-2,0049,1329232,0.05143575514631518
1810,2022-07-16,ca-central-1,0049,631162,0.0244233467819452
1809,2022-07-16,ap-southeast-1,0049,2964279,0.11470528006349834
1808,2022-07-16,ap-northeast-2,0049,981255,0.0379704911679056
1807,2022-07-16,ap-east-1,0049,1667690,0.06453267337828036
1811,2022-07-16,eu-central-1,0049,2698541,0.10442232366380927
1805,2022-07-16,us-east-2,0004,600484,0.013995588510250288
1806,2022-07-16,us-west-2,0004,140451,0.0032735166996175806
1796,2022-07-16,ap-southeast-1,0004,19589923,0.45658585616850383
1797,2022-07-16,ca-central-1,0004,525565,0.012249437912400152
1798,2022-07-16,eu-central-1,0004,24393789,0.5685504244074278
1799,2022-07-16,eu-north-1,0004,1652225,0.038508705021862835
1795,2022-07-16,ap-northeast-2,0004,4290614,0.10000211163048313
1801,2022-07-16,eu-west-1,0004,10452,0.00024360664249028452
1802,2022-07-16,eu-west-2,0004,5234747,0.12200718914620066
1803,2022-07-16,eu-west-3,0004,4882340,0.11379357586069802
1804,2022-07-16,us-east-1,0004,2967741,0.06916967286555295
1800,2022-07-16,eu-south-1,0004,308275,0.007185020829859593
1948,2022-07-17,us-east-2,0027,96639,0.0010288570999795418
1947,2022-07-17,us-east-1,0027,1298344,0.013822684864452636
1946,2022-07-17,eu-west-3,0027,1916288,0.020401561630455575
1945,2022-07-17,eu-west-2,0027,335855,0.0035756454569441844
1944,2022-07-17,eu-west-1,0027,483,5.14220945260318e-06
1943,2022-07-17,eu-south-1,0027,274460,0.002922009951058942
1942,2022-07-17,eu-north-1,0027,160442,0.001708129128353125
1941,2022-07-17,eu-central-1,0027,5114466,0.05445063231929105
1940,2022-07-17,ca-central-1,0027,21357,0.00022737508753467106
1939,2022-07-17,ap-southeast-1,0027,43701011,0.4652582854089349
1927,2022-07-17,ca-central-1,0021,849056,0.004167828636119833
1937,2022-07-17,ap-east-1,0027,5967786,0.06353541528015098
1936,2022-07-17,us-west-2,0021,876512,0.0043026040844216015
1935,2022-07-17,us-east-2,0021,12803928,0.06285165851630109
1934,2022-07-17,us-east-1,0021,14552743,0.07143620563248178
1933,2022-07-17,eu-west-3,0021,1688092,0.008286471302251915
1932,2022-07-17,eu-west-2,0021,1575084,0.007731739955308214
1931,2022-07-17,eu-west-1,0021,213027,0.0010457025577425983
1930,2022-07-17,eu-south-1,0021,2272090,0.011153188677591951
1929,2022-07-17,eu-north-1,0021,4371396,0.021458218808441013
1928,2022-07-17,eu-central-1,0021,101593918,0.4987021358968197
1949,2022-07-17,us-west-2,0027,291028,0.003098399446319251
1938,2022-07-17,ap-northeast-2,0027,24619760,0.26211172379466186
1950,2022-07-17,ap-east-1,03DF,63593,0.004911139141322541
1963,2022-07-17,ap-east-1,0005,1732443,0.03649757302640965
1952,2022-07-17,ap-southeast-1,03DF,34294,0.002648445673462727
1926,2022-07-17,ap-southeast-1,0021,11219809,0.055075567738753425
1975,2022-07-17,us-west-2,0005,152827,0.003219623729558264
1974,2022-07-17,us-east-2,0005,497383,0.010478424031610109
1973,2022-07-17,us-east-1,0005,12160812,0.2561932046424839
1972,2022-07-17,eu-west-3,0005,2848372,0.06000697574256729
1971,2022-07-17,eu-west-2,0005,2946328,0.062070625896353
1970,2022-07-17,eu-west-1,0005,59546,0.0012544623306109286
1969,2022-07-17,eu-south-1,0005,1400899,0.02951289800306518
1968,2022-07-17,eu-north-1,0005,376633,0.007934570096479795
1967,2022-07-17,eu-central-1,0005,15472063,0.32595170473817076
1966,2022-07-17,ca-central-1,0005,431484,0.009090122329985656
1965,2022-07-17,ap-southeast-1,0005,4524597,0.09532019779154294
1964,2022-07-17,ap-northeast-2,0005,548865,0.011563001160292335
1962,2022-07-17,us-west-2,03DF,1467288,0.11331523168262023
1961,2022-07-17,us-east-2,03DF,1653288,0.12767957807744346
1960,2022-07-17,us-east-1,03DF,1689618,0.13048525928456134
1959,2022-07-17,eu-west-3,03DF,150250,0.01160345723560316
1958,2022-07-17,eu-west-2,03DF,59572,0.004600606685120475
1957,2022-07-17,eu-west-1,03DF,58917,0.0045500225620634365
1956,2022-07-17,eu-south-1,03DF,2214614,0.17102947648830655
1955,2022-07-17,eu-north-1,03DF,421037,0.032515705984070865
1954,2022-07-17,eu-central-1,03DF,1983376,0.1531715048127897
1953,2022-07-17,ca-central-1,03DF,67448,0.00520885180450557
1951,2022-07-17,ap-northeast-2,03DF,186574,0.014408675076708313
1925,2022-07-17,ap-northeast-2,0021,1809623,0.008883040176361842
1924,2022-07-17,ap-east-1,0021,3587344,0.01760948047103214
1872,2022-07-17,ap-east-1,0009,17521950,0.08241625894835368
1895,2022-07-17,us-east-1,0040,47173052,0.21236190639008531
1894,2022-07-17,eu-west-3,0040,6592617,0.029678400164137884
1893,2022-07-17,eu-west-2,0040,9909560,0.044610491877585826
1892,2022-07-17,eu-west-1,0040,647001,0.0029126452491624153
1891,2022-07-17,eu-south-1,0040,9405985,0.042343516507614275
1890,2022-07-17,eu-north-1,0040,7030054,0.03164763792398348
1889,2022-07-17,eu-central-1,0040,35149806,0.15823610080182343
1888,2022-07-17,ca-central-1,0040,7513006,0.03382177343285207
1887,2022-07-17,ap-southeast-1,0040,9055794,0.04076703957411736
1886,2022-07-17,ap-northeast-2,0040,16326478,0.07349793676092416
1884,2022-07-17,us-west-2,0009,3903652,0.01836122087303404
1883,2022-07-17,us-east-2,0009,5086936,0.023926916503568523
1882,2022-07-17,us-east-1,0009,31576538,0.14852343103938376
1881,2022-07-17,eu-west-3,0009,8124191,0.03821295170924951
1880,2022-07-17,eu-west-2,0009,4908163,0.023086039668457476
1879,2022-07-17,eu-west-1,0009,108383,0.0005097903711401651
1878,2022-07-17,eu-south-1,0009,5203095,0.024473282074933687
1877,2022-07-17,eu-north-1,0009,13394415,0.06300198180577578
1876,2022-07-17,eu-central-1,0009,38489009,0.18103693552427186
1875,2022-07-17,ca-central-1,0009,4539390,0.021351478671470196
1874,2022-07-17,ap-southeast-1,0009,36008421,0.16936923969406012
1873,2022-07-17,ap-northeast-2,0009,13614400,0.06403670343919862
1923,2022-07-17,us-west-2,0049,1310766,0.053277195456005566
1896,2022-07-17,us-east-2,0040,15083412,0.06790194806956924
1897,2022-07-17,us-west-2,0040,4381639,0.019725100914673634
1885,2022-07-17,ap-east-1,0040,6090865,0.027419631508358775
1899,2022-07-17,ap-northeast-2,0004,8578801,0.1408114753558855
1898,2022-07-17,ap-east-1,0004,3541368,0.058127616301872666
1921,2022-07-17,us-east-1,0049,4518038,0.18363948531138316
1920,2022-07-17,eu-west-3,0049,900488,0.03660109827519751
1919,2022-07-17,eu-west-2,0049,1584012,0.06438351080868614
1918,2022-07-17,eu-west-1,0049,45753,0.0018596694785328752
1917,2022-07-17,eu-south-1,0049,483957,0.01967084260753032
1916,2022-07-17,eu-north-1,0049,465805,0.018933039176622427
1915,2022-07-17,eu-central-1,0049,2412563,0.09806066872418659
1914,2022-07-17,ca-central-1,0049,1020705,0.04148742017104667
1913,2022-07-17,ap-southeast-1,0049,2748136,0.11170031783833675
1912,2022-07-17,ap-northeast-2,0049,1134927,0.04613007020879244
1911,2022-07-17,ap-east-1,0049,1152688,0.04685198111317515
1922,2022-07-17,us-east-2,0049,1439785,0.05852128210498668
1909,2022-07-17,us-east-2,0004,738295,0.012118291145566087
1908,2022-07-17,us-east-1,0004,4702950,0.07719369268793642
1907,2022-07-17,eu-west-3,0004,7872091,0.12921161685016216
1906,2022-07-17,eu-west-2,0004,8209802,0.13475476724541105
1905,2022-07-17,eu-west-1,0004,40400,0.0006631210590358459
1904,2022-07-17,eu-south-1,0004,1005553,0.016505033917739408
1903,2022-07-17,eu-north-1,0004,2321927,0.03811184879316645
1902,2022-07-17,eu-central-1,0004,30686178,0.5036794765624375
1901,2022-07-17,ca-central-1,0004,620664,0.010187509133302582
1900,2022-07-17,ap-southeast-1,0004,16002588,0.26266468073946336
1910,2022-07-17,us-west-2,0004,222168,0.003646640580293956
2053,2022-07-18,us-west-2,0027,294980,0.0029895673140991666
2044,2022-07-18,ca-central-1,0027,41905,0.0004246993636766071
2045,2022-07-18,eu-central-1,0027,5256745,0.05327613068870508
2046,2022-07-18,eu-north-1,0027,152956,0.0015501805481570009
2047,2022-07-18,eu-south-1,0027,267031,0.0027063094089470967
2052,2022-07-18,us-east-2,0027,99797,0.0010114239922881367
2049,2022-07-18,eu-west-2,0027,453255,0.004593654935765197
2050,2022-07-18,eu-west-3,0027,1914141,0.019399462228548013
2051,2022-07-18,us-east-1,0027,1530066,0.015506933697248815
2043,2022-07-18,ap-southeast-1,0027,46649814,0.4727871691070774
2048,2022-07-18,eu-west-1,0027,1363,1.3813750929273727e-05
2042,2022-07-18,ap-northeast-2,0027,26125775,0.26477985963627754
2036,2022-07-18,eu-west-2,0021,2270840,0.010021879246496824
2040,2022-07-18,us-west-2,0021,748445,0.003303106080853039
2039,2022-07-18,us-east-2,0021,14803453,0.06533195575081958
2038,2022-07-18,us-east-1,0021,16830225,0.0742766917270138
2037,2022-07-18,eu-west-3,0021,1995410,0.008806326322969574
2035,2022-07-18,eu-west-1,0021,229123,0.0010111866263563668
2034,2022-07-18,eu-south-1,0021,1888094,0.008332709514556365
2033,2022-07-18,eu-north-1,0021,5735017,0.025310302729653553
2032,2022-07-18,eu-central-1,0021,112366734,0.495907170681875
2031,2022-07-18,ca-central-1,0021,960399,0.004238520902598291
2030,2022-07-18,ap-southeast-1,0021,17221350,0.07600284042982249
2041,2022-07-18,ap-east-1,0027,6296102,0.06380982014182111
2054,2022-07-18,ap-east-1,03DF,38500,0.0026699629034660694
2029,2022-07-18,ap-northeast-2,0021,7284579,0.0321489717899837
2056,2022-07-18,ap-southeast-1,03DF,78354,0.00543382528151118
2079,2022-07-18,us-west-2,0005,153156,0.0031647631408619013
2078,2022-07-18,us-east-2,0005,448207,0.009261595974537663
2077,2022-07-18,us-east-1,0005,12845678,0.26543869162018224
2076,2022-07-18,eu-west-3,0005,2973721,0.06144795249292874
2075,2022-07-18,eu-west-2,0005,2610349,0.05393935790948917
2074,2022-07-18,eu-west-1,0005,62326,0.0012878831225505945
2073,2022-07-18,eu-south-1,0005,1472597,0.030429240166521803
2072,2022-07-18,eu-north-1,0005,662043,0.013680229857567682
2071,2022-07-18,eu-central-1,0005,16002834,0.3306770821419443
2070,2022-07-18,ca-central-1,0005,460580,0.009517267409818581
2069,2022-07-18,ap-southeast-1,0005,4713039,0.09738862407378512
2068,2022-07-18,ap-northeast-2,0005,553377,0.011434792842596676
2067,2022-07-18,ap-east-1,0005,1766931,0.03651125715771018
2066,2022-07-18,us-west-2,03DF,1612561,0.11183059869028958
2065,2022-07-18,us-east-2,03DF,1749188,0.12130563821267551
