,date,chain,provider,total_relays,nodes_staked,total_sessions
563,2022-07-03,0049,P11,202171,213,65
562,2022-07-03,0049,P7,0,0,0
561,2022-07-03,0049,P6,1185379,990,333
560,2022-07-03,0049,P2,347127,255,83
559,2022-07-03,0049,P1,278916,152,66
558,2022-07-03,0004,P14,2075793,949,151
569,2022-07-03,0049,P9,33278,87,12
557,2022-07-03,0004,P10,0,0,0
556,2022-07-03,0004,P9,514292,628,39
555,2022-07-03,0004,P8,1896222,1006,126
554,2022-07-03,0004,P5,6734848,3659,678
553,2022-07-03,0004,P4,0,0,0
552,2022-07-03,0004,P13,427959,245,40
551,2022-07-03,0004,P12,5063950,1589,287
550,2022-07-03,0004,P11,424541,215,38
549,2022-07-03,0004,P7,0,0,0
548,2022-07-03,0004,P6,2382018,990,176
547,2022-07-03,0004,P2,748732,255,39
691,2022-07-04,0027,P6,6896106,990,577
692,2022-07-04,0027,P7,857432,101,68
693,2022-07-04,0027,P11,2002174,218,133
694,2022-07-04,0027,P12,170516,1589,946
699,2022-07-04,0027,P9,385979,628,93
696,2022-07-04,0027,P4,26093176,2845,1356
697,2022-07-04,0027,P5,25363439,3670,2051
698,2022-07-04,0027,P8,1592732,1006,437
690,2022-07-04,0027,P2,1020861,255,123
695,2022-07-04,0027,P13,26597,245,149
689,2022-07-04,0027,P1,905403,153,91
684,2022-07-04,0021,P5,19252399,3670,1673
687,2022-07-04,0021,P10,68104,437,173
686,2022-07-04,0021,P9,2137212,628,69
685,2022-07-04,0021,P8,11580988,1006,390
677,2022-07-04,0021,P2,4449199,255,132
683,2022-07-04,0021,P4,8999784,2845,1156
682,2022-07-04,0021,P13,2955819,245,116
681,2022-07-04,0021,P12,28238713,1589,794
680,2022-07-04,0021,P11,994342,218,99
679,2022-07-04,0021,P7,429032,101,44
678,2022-07-04,0021,P6,5373671,990,453
700,2022-07-04,0027,P10,27082,341,157
688,2022-07-04,0021,P14,9111619,949,456
701,2022-07-04,0027,P14,5996238,949,548
713,2022-07-04,03DF,P10,12006,94,11
703,2022-07-04,03DF,P2,127145,255,55
727,2022-07-04,0005,P14,1765046,949,216
726,2022-07-04,0005,P10,561337,435,83
725,2022-07-04,0005,P9,136691,628,37
724,2022-07-04,0005,P8,746850,1006,176
723,2022-07-04,0005,P5,0,0,0
722,2022-07-04,0005,P4,2705269,2845,482
721,2022-07-04,0005,P13,321932,245,47
720,2022-07-04,0005,P12,2977933,1589,348
719,2022-07-04,0005,P11,276455,218,57
718,2022-07-04,0005,P7,78443,101,16
717,2022-07-04,0005,P6,1055439,990,203
716,2022-07-04,0005,P2,622950,255,73
715,2022-07-04,0005,P1,226115,153,30
714,2022-07-04,03DF,P14,359628,949,187
712,2022-07-04,03DF,P9,0,0,0
711,2022-07-04,03DF,P8,0,0,0
710,2022-07-04,03DF,P5,38901,2476,486
709,2022-07-04,03DF,P4,39552,2833,504
708,2022-07-04,03DF,P13,107960,245,64
707,2022-07-04,03DF,P12,609596,1589,339
706,2022-07-04,03DF,P11,99178,212,43
705,2022-07-04,03DF,P7,0,0,0
704,2022-07-04,03DF,P6,0,0,0
702,2022-07-04,03DF,P1,62469,153,25
676,2022-07-04,0021,P1,1131526,153,59
675,2022-07-04,0049,P14,1365708,949,326
673,2022-07-04,0049,P9,15396,87,6
645,2022-07-04,0040,P5,23528415,3670,2046
644,2022-07-04,0040,P4,13765258,2845,1344
643,2022-07-04,0040,P13,2781793,245,150
642,2022-07-04,0040,P12,20696797,1589,852
641,2022-07-04,0040,P11,2540851,218,111
640,2022-07-04,0040,P7,1349164,101,57
639,2022-07-04,0040,P6,11507270,990,547
638,2022-07-04,0040,P2,4005086,255,164
637,2022-07-04,0040,P1,2073263,153,76
636,2022-07-04,0009,P14,9184221,949,578
646,2022-07-04,0040,P8,7248793,1006,460
635,2022-07-04,0009,P10,1959080,437,219
633,2022-07-04,0009,P8,3256151,986,421
632,2022-07-04,0009,P5,18721309,3669,2097
631,2022-07-04,0009,P4,13750144,2842,1375
630,2022-07-04,0009,P13,1540913,245,149
629,2022-07-04,0009,P12,12663228,1589,894
628,2022-07-04,0009,P11,1643048,217,121
627,2022-07-04,0009,P7,815331,101,60
626,2022-07-04,0009,P6,6781893,990,571
625,2022-07-04,0009,P2,2358636,255,162
624,2022-07-04,0009,P1,1392847,153,83
634,2022-07-04,0009,P9,649406,457,74
647,2022-07-04,0040,P9,1318642,628,89
674,2022-07-04,0049,P10,326628,341,105
649,2022-07-04,0040,P14,13401395,949,526
648,2022-07-04,0040,P10,3171589,437,215
672,2022-07-04,0049,P8,376035,524,141
671,2022-07-04,0049,P5,4597530,3666,1266
670,2022-07-04,0049,P4,68862,1879,575
669,2022-07-04,0049,P13,242938,245,95
668,2022-07-04,0049,P12,1901000,1589,575
667,2022-07-04,0049,P11,352099,213,85
665,2022-07-04,0049,P6,1326104,990,334
664,2022-07-04,0049,P2,402745,255,88
663,2022-07-04,0049,P1,244666,153,52
662,2022-07-04,0004,P14,2175007,949,161
666,2022-07-04,0049,P7,123968,101,28
660,2022-07-04,0004,P9,359890,628,29
659,2022-07-04,0004,P8,1944715,1006,136
658,2022-07-04,0004,P5,6627207,3659,629
657,2022-07-04,0004,P4,0,0,0
650,2022-07-04,0004,P1,219886,153,19
656,2022-07-04,0004,P13,566061,245,50
655,2022-07-04,0004,P12,5691084,1589,293
654,2022-07-04,0004,P11,427720,215,26
653,2022-07-04,0004,P7,205887,101,20
652,2022-07-04,0004,P6,1763729,990,178
651,2022-07-04,0004,P2,696442,255,40
661,2022-07-04,0004,P10,0,0,0
795,2022-07-05,0027,P6,7051568,1338,621
796,2022-07-05,0027,P7,616840,101,48
797,2022-07-05,0027,P11,1610894,218,127
798,2022-07-05,0027,P12,168736,1589,911
803,2022-07-05,0027,P9,322045,628,94
800,2022-07-05,0027,P4,26577455,2845,1393
801,2022-07-05,0027,P5,25445052,3670,2032
802,2022-07-05,0027,P8,1593453,1006,455
794,2022-07-05,0027,P2,1239493,255,160
799,2022-07-05,0027,P13,24469,245,132
793,2022-07-05,0027,P1,774885,153,75
781,2022-07-05,0021,P2,2220701,255,118
791,2022-07-05,0021,P10,1380700,437,185
790,2022-07-05,0021,P9,957937,628,65
789,2022-07-05,0021,P8,5008483,1006,360
788,2022-07-05,0021,P5,12182811,3670,1646
787,2022-07-05,0021,P4,6084011,2845,1139
786,2022-07-05,0021,P13,1509712,245,104
785,2022-07-05,0021,P12,12358714,1589,667
784,2022-07-05,0021,P11,668462,218,85
783,2022-07-05,0021,P7,353411,101,54
782,2022-07-05,0021,P6,4283032,1338,465
804,2022-07-05,0027,P10,25185,341,139
792,2022-07-05,0021,P14,6626660,949,456
805,2022-07-05,0027,P14,5343121,949,518
817,2022-07-05,03DF,P10,8128,94,15
807,2022-07-05,03DF,P2,218194,255,57
831,2022-07-05,0005,P14,3903721,949,182
780,2022-07-05,0021,P1,1266650,153,89
829,2022-07-05,0005,P9,314094,628,45
828,2022-07-05,0005,P8,2088754,1006,168
827,2022-07-05,0005,P5,32,28,1
826,2022-07-05,0005,P4,10714328,2845,519
825,2022-07-05,0005,P13,997988,245,58
824,2022-07-05,0005,P12,8170104,1589,335
823,2022-07-05,0005,P11,723871,218,60
822,2022-07-05,0005,P7,149849,101,19
821,2022-07-05,0005,P6,2544832,1338,225
820,2022-07-05,0005,P2,1372543,255,47
819,2022-07-05,0005,P1,1016908,153,39
818,2022-07-05,03DF,P14,701416,949,193
816,2022-07-05,03DF,P9,0,0,0
815,2022-07-05,03DF,P8,0,0,0
814,2022-07-05,03DF,P5,44739,2476,546
813,2022-07-05,03DF,P4,43132,2833,529
812,2022-07-05,03DF,P13,190237,245,45
811,2022-07-05,03DF,P12,1279618,1589,349
810,2022-07-05,03DF,P11,118912,212,38
809,2022-07-05,03DF,P7,0,0,0
808,2022-07-05,03DF,P6,0,0,0
806,2022-07-05,03DF,P1,157029,153,25
830,2022-07-05,0005,P10,1237721,435,67
779,2022-07-05,0049,P14,1726754,949,378
777,2022-07-05,0049,P9,27427,87,9
749,2022-07-05,0040,P5,23598545,3670,1966
748,2022-07-05,0040,P4,13657662,2845,1347
747,2022-07-05,0040,P13,2499661,245,112
746,2022-07-05,0040,P12,24185388,1589,868
745,2022-07-05,0040,P11,2839647,218,107
744,2022-07-05,0040,P7,1277297,101,50
743,2022-07-05,0040,P6,13706830,1338,571
742,2022-07-05,0040,P2,3842259,255,142
741,2022-07-05,0040,P1,2517747,153,83
739,2022-07-05,0009,P10,2309544,437,213
750,2022-07-05,0040,P8,6791579,1006,441
738,2022-07-05,0009,P9,621302,457,72
736,2022-07-05,0009,P5,18365510,3669,2145
735,2022-07-05,0009,P4,15352858,2842,1406
734,2022-07-05,0009,P13,1470831,245,124
733,2022-07-05,0009,P12,15133796,1589,946
732,2022-07-05,0009,P11,1709375,217,114
731,2022-07-05,0009,P7,891906,101,56
730,2022-07-05,0009,P6,8173269,1338,610
729,2022-07-05,0009,P2,2537881,255,150
728,2022-07-05,0009,P1,1505150,153,81
778,2022-07-05,0049,P10,324188,341,89
737,2022-07-05,0009,P8,3385790,986,461
751,2022-07-05,0040,P9,1583513,628,96
740,2022-07-05,0009,P14,9846986,949,548
753,2022-07-05,0040,P14,14498576,949,520
752,2022-07-05,0040,P10,3445494,437,207
775,2022-07-05,0049,P5,4904951,3666,1280
774,2022-07-05,0049,P4,69925,1879,582
773,2022-07-05,0049,P13,270467,245,94
772,2022-07-05,0049,P12,1918182,1589,552
771,2022-07-05,0049,P11,353097,213,79
770,2022-07-05,0049,P7,121872,101,27
769,2022-07-05,0049,P6,1548750,1338,349
768,2022-07-05,0049,P2,445107,255,89
767,2022-07-05,0049,P1,288246,153,58
766,2022-07-05,0004,P14,2615274,949,153
765,2022-07-05,0004,P10,0,0,0
776,2022-07-05,0049,P8,473746,524,159
754,2022-07-05,0004,P1,567501,153,27
763,2022-07-05,0004,P8,2024719,1006,150
762,2022-07-05,0004,P5,6918070,3659,697
761,2022-07-05,0004,P4,0,0,0
760,2022-07-05,0004,P13,547096,245,55
759,2022-07-05,0004,P12,5492151,1589,297
758,2022-07-05,0004,P11,132266,215,35
757,2022-07-05,0004,P7,57672,101,11
756,2022-07-05,0004,P6,803204,1338,196
755,2022-07-05,0004,P2,835347,255,43
764,2022-07-05,0004,P9,605490,628,30
900,2022-07-06,0027,P7,882597,101,69
901,2022-07-06,0027,P11,1592820,218,128
902,2022-07-06,0027,P12,177347,1589,875
903,2022-07-06,0027,P13,27220,245,131
908,2022-07-06,0027,P10,309593,341,142
905,2022-07-06,0027,P5,24559871,3670,2012
906,2022-07-06,0027,P8,1830518,1006,448
907,2022-07-06,0027,P9,311332,628,102
899,2022-07-06,0027,P6,8342491,1338,771
904,2022-07-06,0027,P4,24049461,2845,1236
898,2022-07-06,0027,P2,1026263,255,144
892,2022-07-06,0021,P5,17263421,3670,1690
896,2022-07-06,0021,P14,9315922,952,458
895,2022-07-06,0021,P10,1630676,437,154
894,2022-07-06,0021,P9,1799725,628,71
893,2022-07-06,0021,P8,8703831,1006,378
891,2022-07-06,0021,P4,7032703,2845,1048
890,2022-07-06,0021,P13,3030280,245,127
889,2022-07-06,0021,P12,21318966,1589,758
888,2022-07-06,0021,P11,884946,218,105
887,2022-07-06,0021,P7,442517,101,52
886,2022-07-06,0021,P6,6708516,1338,644
897,2022-07-06,0027,P1,948754,154,102
910,2022-07-06,03DF,P1,51251,154,29
885,2022-07-06,0021,P2,2906919,255,104
912,2022-07-06,03DF,P6,0,0,0
935,2022-07-06,0005,P14,3711687,952,199
934,2022-07-06,0005,P10,1599363,435,80
933,2022-07-06,0005,P9,293281,628,41
932,2022-07-06,0005,P8,1424511,1006,171
931,2022-07-06,0005,P5,0,0,0
930,2022-07-06,0005,P4,5878112,2845,516
929,2022-07-06,0005,P13,452644,245,34
928,2022-07-06,0005,P12,7065643,1589,339
927,2022-07-06,0005,P11,307986,218,52
926,2022-07-06,0005,P7,124566,101,21
925,2022-07-06,0005,P6,1883530,1338,274
924,2022-07-06,0005,P2,878892,255,40
923,2022-07-06,0005,P1,715260,154,40
922,2022-07-06,03DF,P14,405606,952,220
921,2022-07-06,03DF,P10,10174,94,17
920,2022-07-06,03DF,P9,0,0,0
919,2022-07-06,03DF,P8,0,0,0
918,2022-07-06,03DF,P5,46484,2477,533
917,2022-07-06,03DF,P4,42208,2833,502
916,2022-07-06,03DF,P13,64437,245,50
915,2022-07-06,03DF,P12,517027,1589,351
914,2022-07-06,03DF,P11,92598,212,56
913,2022-07-06,03DF,P7,0,0,0
911,2022-07-06,03DF,P2,85531,255,48
884,2022-07-06,0021,P1,980658,154,54
909,2022-07-06,0027,P14,5044381,952,511
882,2022-07-06,0049,P10,275300,341,80
855,2022-07-06,0040,P9,1449955,628,74
854,2022-07-06,0040,P8,8562624,1006,416
853,2022-07-06,0040,P5,27064640,3670,2006
852,2022-07-06,0040,P4,11740887,2845,1163
851,2022-07-06,0040,P13,3340880,245,131
850,2022-07-06,0040,P12,29584252,1589,880
849,2022-07-06,0040,P11,3424470,218,118
848,2022-07-06,0040,P7,1452524,101,50
847,2022-07-06,0040,P6,21380660,1338,739
846,2022-07-06,0040,P2,4371239,255,135
845,2022-07-06,0040,P1,3052630,154,95
844,2022-07-06,0009,P14,9067924,952,549
843,2022-07-06,0009,P10,2072391,437,196
842,2022-07-06,0009,P9,718970,457,72
841,2022-07-06,0009,P8,5028303,986,480
840,2022-07-06,0009,P5,19120443,3669,2062
839,2022-07-06,0009,P4,15553174,2842,1313
838,2022-07-06,0009,P13,1562362,245,145
837,2022-07-06,0009,P12,14168958,1589,944
836,2022-07-06,0009,P11,1637154,217,118
835,2022-07-06,0009,P7,571353,101,40
834,2022-07-06,0009,P6,10403930,1338,838
833,2022-07-06,0009,P2,2361771,255,147
856,2022-07-06,0040,P10,3869145,437,190
857,2022-07-06,0040,P14,16875883,952,510
832,2022-07-06,0009,P1,1505826,154,89
858,2022-07-06,0004,P1,446149,154,29
883,2022-07-06,0049,P14,1602207,952,336
881,2022-07-06,0049,P9,7842,87,4
880,2022-07-06,0049,P8,503253,524,171
879,2022-07-06,0049,P5,4934786,3666,1255
878,2022-07-06,0049,P4,75511,1879,543
877,2022-07-06,0049,P13,231895,245,82
876,2022-07-06,0049,P12,1830501,1589,543
874,2022-07-06,0049,P7,125574,101,29
873,2022-07-06,0049,P6,1806219,1338,438
872,2022-07-06,0049,P2,416983,255,89
871,2022-07-06,0049,P1,286552,154,58
875,2022-07-06,0049,P11,301141,213,72
869,2022-07-06,0004,P10,0,0,0
868,2022-07-06,0004,P9,418005,628,30
867,2022-07-06,0004,P8,1969259,1006,142
866,2022-07-06,0004,P5,5155854,3659,608
859,2022-07-06,0004,P2,438786,255,37
865,2022-07-06,0004,P4,0,0,0
864,2022-07-06,0004,P13,582425,245,54
863,2022-07-06,0004,P12,4788790,1589,274
862,2022-07-06,0004,P11,29541,215,38
861,2022-07-06,0004,P7,10957,101,17
860,2022-07-06,0004,P6,1224243,1338,262
870,2022-07-06,0004,P14,2390533,952,169
1004,2022-07-07,0027,P7,818578,101,69
1005,2022-07-07,0027,P11,1446133,218,113
1006,2022-07-07,0027,P12,188778,1589,890
1007,2022-07-07,0027,P13,30342,245,142
1012,2022-07-07,0027,P10,370171,341,150
1009,2022-07-07,0027,P5,23231468,3827,2007
1010,2022-07-07,0027,P8,1903671,1006,461
1011,2022-07-07,0027,P9,412337,628,74
1003,2022-07-07,0027,P6,7998716,1338,707
1008,2022-07-07,0027,P4,24766491,2845,1322
1002,2022-07-07,0027,P2,1016219,255,154
990,2022-07-07,0021,P6,5553237,1338,607
1000,2022-07-07,0021,P14,4513062,952,438
999,2022-07-07,0021,P10,1353889,437,149
998,2022-07-07,0021,P9,1606549,628,72
997,2022-07-07,0021,P8,7876034,1006,368
996,2022-07-07,0021,P5,15134623,3827,1720
995,2022-07-07,0021,P4,5903922,2845,1034
994,2022-07-07,0021,P13,2177208,245,101
993,2022-07-07,0021,P12,20320978,1589,766
992,2022-07-07,0021,P11,887569,218,126
991,2022-07-07,0021,P7,292840,101,47
1013,2022-07-07,0027,P14,4750820,952,563
1001,2022-07-07,0027,P1,721620,155,80
1014,2022-07-07,03DF,P1,47170,155,25
1026,2022-07-07,03DF,P14,311886,952,185
1016,2022-07-07,03DF,P6,0,0,0
989,2022-07-07,0021,P2,3523721,255,128
1039,2022-07-07,0005,P14,3202385,952,220
1038,2022-07-07,0005,P10,599222,435,50
1037,2022-07-07,0005,P9,263551,628,44
1036,2022-07-07,0005,P8,1210341,1006,194
1035,2022-07-07,0005,P5,13238,11,1
1034,2022-07-07,0005,P4,3826931,2845,474
1033,2022-07-07,0005,P13,608354,245,51
1032,2022-07-07,0005,P12,5281768,1589,326
1031,2022-07-07,0005,P11,263350,218,48
1030,2022-07-07,0005,P7,162275,101,27
1029,2022-07-07,0005,P6,1732475,1338,295
1028,2022-07-07,0005,P2,710038,255,44
1027,2022-07-07,0005,P1,454253,155,34
1025,2022-07-07,03DF,P10,9431,94,18
1024,2022-07-07,03DF,P9,0,0,0
1023,2022-07-07,03DF,P8,0,0,0
1022,2022-07-07,03DF,P5,45668,2664,526
1021,2022-07-07,03DF,P4,42946,2833,503
1020,2022-07-07,03DF,P13,63212,245,48
1019,2022-07-07,03DF,P12,454932,1589,325
1018,2022-07-07,03DF,P11,76266,212,45
1017,2022-07-07,03DF,P7,0,0,0
1015,2022-07-07,03DF,P2,97889,255,62
988,2022-07-07,0021,P1,619242,155,74
987,2022-07-07,0049,P14,1694689,952,352
986,2022-07-07,0049,P10,244192,341,73
958,2022-07-07,0040,P8,8140461,1006,428
957,2022-07-07,0040,P5,25830588,3827,2083
956,2022-07-07,0040,P4,11799065,2845,1194
955,2022-07-07,0040,P13,3437124,245,154
954,2022-07-07,0040,P12,28042051,1589,939
953,2022-07-07,0040,P11,3222533,218,116
952,2022-07-07,0040,P7,1533367,101,54
951,2022-07-07,0040,P6,17656003,1338,697
950,2022-07-07,0040,P2,3972519,255,133
948,2022-07-07,0009,P14,9485822,952,558
959,2022-07-07,0040,P9,1734331,628,96
947,2022-07-07,0009,P10,1843732,437,201
945,2022-07-07,0009,P8,4916965,986,483
944,2022-07-07,0009,P5,21380776,3826,2138
943,2022-07-07,0009,P4,15194186,2842,1263
942,2022-07-07,0009,P13,1585006,245,139
941,2022-07-07,0009,P12,14142951,1589,923
940,2022-07-07,0009,P11,1683837,217,126
939,2022-07-07,0009,P7,740269,101,57
938,2022-07-07,0009,P6,8781198,1338,733
937,2022-07-07,0009,P2,2179981,255,138
936,2022-07-07,0009,P1,1502034,155,94
946,2022-07-07,0009,P9,834098,457,81
960,2022-07-07,0040,P10,3325592,437,189
949,2022-07-07,0040,P1,2246760,155,78
962,2022-07-07,0004,P1,262993,155,23
961,2022-07-07,0040,P14,15269396,952,543
984,2022-07-07,0049,P8,562713,524,191
983,2022-07-07,0049,P5,4775684,3823,1278
982,2022-07-07,0049,P4,80223,1879,540
981,2022-07-07,0049,P13,236434,245,79
980,2022-07-07,0049,P12,1970004,1589,540
979,2022-07-07,0049,P11,256124,213,58
978,2022-07-07,0049,P7,157940,101,39
977,2022-07-07,0049,P6,1782160,1338,415
976,2022-07-07,0049,P2,391029,255,89
975,2022-07-07,0049,P1,235569,155,51
974,2022-07-07,0004,P14,1879945,952,178
985,2022-07-07,0049,P9,15129,87,7
972,2022-07-07,0004,P9,364090,628,32
971,2022-07-07,0004,P8,1248827,1006,137
970,2022-07-07,0004,P5,5392945,3819,726
969,2022-07-07,0004,P4,0,0,0
968,2022-07-07,0004,P13,211242,245,25
967,2022-07-07,0004,P12,3836373,1589,295
966,2022-07-07,0004,P11,13327,215,38
965,2022-07-07,0004,P7,4335,101,13
964,2022-07-07,0004,P6,949087,1338,257
963,2022-07-07,0004,P2,569050,255,45
973,2022-07-07,0004,P10,0,0,0
1117,2022-07-08,0027,P14,3992061,1064,521
1108,2022-07-08,0027,P7,634233,101,66
1109,2022-07-08,0027,P11,1419920,218,142
1110,2022-07-08,0027,P12,174933,1462,861
1111,2022-07-08,0027,P13,24897,245,122
1116,2022-07-08,0027,P10,446273,341,163
1113,2022-07-08,0027,P5,21066156,3827,1987
1114,2022-07-08,0027,P8,1783598,1006,490
1115,2022-07-08,0027,P9,289742,628,80
1107,2022-07-08,0027,P6,7092855,1342,768
1112,2022-07-08,0027,P4,21958825,2835,1355
1106,2022-07-08,0027,P2,642037,255,172
1100,2022-07-08,0021,P5,9161595,3827,1651
1104,2022-07-08,0021,P14,3895765,1064,450
1103,2022-07-08,0021,P10,817601,437,175
1102,2022-07-08,0021,P9,575972,628,66
1101,2022-07-08,0021,P8,3340743,1006,356
1099,2022-07-08,0021,P4,5056942,2835,1061
1098,2022-07-08,0021,P13,1048832,245,110
1097,2022-07-08,0021,P12,8308880,1462,734
1096,2022-07-08,0021,P11,594092,218,86
1095,2022-07-08,0021,P7,249009,101,41
1094,2022-07-08,0021,P6,4875604,1342,624
1105,2022-07-08,0027,P1,665632,156,89
1118,2022-07-08,03DF,P1,53167,156,22
1143,2022-07-08,0005,P14,2781684,1064,201
1120,2022-07-08,03DF,P6,0,0,0
1093,2022-07-08,0021,P2,1474581,255,116
1142,2022-07-08,0005,P10,761282,435,58
1141,2022-07-08,0005,P9,214626,628,32
1140,2022-07-08,0005,P8,1117399,1006,163
1139,2022-07-08,0005,P5,0,0,0
1138,2022-07-08,0005,P4,3171646,2835,536
1137,2022-07-08,0005,P13,654202,245,61
1136,2022-07-08,0005,P12,5157951,1462,331
1135,2022-07-08,0005,P11,234134,218,41
1134,2022-07-08,0005,P7,133706,101,23
1133,2022-07-08,0005,P6,1762986,1342,293
1132,2022-07-08,0005,P2,756351,255,55
1131,2022-07-08,0005,P1,353900,156,33
1130,2022-07-08,03DF,P14,413908,1064,202
1129,2022-07-08,03DF,P10,7478,94,13
1128,2022-07-08,03DF,P9,0,0,0
1127,2022-07-08,03DF,P8,0,0,0
1126,2022-07-08,03DF,P5,46412,2664,516
1125,2022-07-08,03DF,P4,45316,2823,507
1124,2022-07-08,03DF,P13,75953,245,55
1123,2022-07-08,03DF,P12,570747,1462,337
1122,2022-07-08,03DF,P11,73386,212,43
1121,2022-07-08,03DF,P7,0,0,0
1119,2022-07-08,03DF,P2,112632,255,57
1092,2022-07-08,0021,P1,595035,156,69
1091,2022-07-08,0049,P14,1657713,1064,327
1090,2022-07-08,0049,P10,331780,341,94
1062,2022-07-08,0040,P8,7490095,1006,411
1061,2022-07-08,0040,P5,23365073,3827,1895
1060,2022-07-08,0040,P4,15418885,2835,1334
1059,2022-07-08,0040,P13,2703385,245,129
1058,2022-07-08,0040,P12,25833437,1462,886
1057,2022-07-08,0040,P11,3654417,218,129
1056,2022-07-08,0040,P7,1785227,101,62
1055,2022-07-08,0040,P6,17275160,1342,689
1054,2022-07-08,0040,P2,3550916,255,126
1052,2022-07-08,0009,P14,9792154,1064,564
1063,2022-07-08,0040,P9,1636178,628,88
1051,2022-07-08,0009,P10,2159527,437,233
1049,2022-07-08,0009,P8,4398559,986,432
1048,2022-07-08,0009,P5,19176878,3826,1989
1047,2022-07-08,0009,P4,15131952,2832,1326
1046,2022-07-08,0009,P13,1418102,245,129
1045,2022-07-08,0009,P12,14010141,1462,928
1044,2022-07-08,0009,P11,1000238,217,110
1043,2022-07-08,0009,P7,454572,101,56
1042,2022-07-08,0009,P6,7235998,1342,815
1041,2022-07-08,0009,P2,2434893,255,163
1040,2022-07-08,0009,P1,1391128,156,78
1050,2022-07-08,0009,P9,639115,457,66
1064,2022-07-08,0040,P10,3972228,437,221
1053,2022-07-08,0040,P1,2500260,156,83
1066,2022-07-08,0004,P1,309192,156,29
1065,2022-07-08,0040,P14,15875903,1064,535
1088,2022-07-08,0049,P8,446801,524,168
1087,2022-07-08,0049,P5,4549126,3823,1274
1086,2022-07-08,0049,P4,76067,1869,554
1085,2022-07-08,0049,P13,211960,245,72
1084,2022-07-08,0049,P12,2037126,1462,579
1083,2022-07-08,0049,P11,413630,213,94
1082,2022-07-08,0049,P7,103823,101,28
1081,2022-07-08,0049,P6,1875610,1342,447
1080,2022-07-08,0049,P2,434208,255,91
1079,2022-07-08,0049,P1,412391,156,76
1078,2022-07-08,0004,P14,2196648,1064,197
1089,2022-07-08,0049,P9,17100,87,6
1076,2022-07-08,0004,P9,336114,628,25
1075,2022-07-08,0004,P8,1253138,1006,126
1074,2022-07-08,0004,P5,5071245,3819,618
1073,2022-07-08,0004,P4,0,0,0
1072,2022-07-08,0004,P13,390161,245,32
1071,2022-07-08,0004,P12,4412392,1462,298
1070,2022-07-08,0004,P11,20019,215,41
1069,2022-07-08,0004,P7,957,101,8
1068,2022-07-08,0004,P6,892523,1342,233
1067,2022-07-08,0004,P2,462610,255,37
1077,2022-07-08,0004,P10,0,0,0
1221,2022-07-09,0027,P14,4075573,1064,640
1212,2022-07-09,0027,P7,480538,101,62
1213,2022-07-09,0027,P11,1011482,218,126
1214,2022-07-09,0027,P12,169474,1287,746
1215,2022-07-09,0027,P13,19265,160,88
1220,2022-07-09,0027,P10,312138,341,146
1217,2022-07-09,0027,P5,16651953,3821,1965
1218,2022-07-09,0027,P8,1192818,1006,427
1219,2022-07-09,0027,P9,216827,628,95
1211,2022-07-09,0027,P6,5230879,1342,752
1216,2022-07-09,0027,P4,16780027,2835,1377
1210,2022-07-09,0027,P2,326088,275,136
1204,2022-07-09,0021,P5,8380735,3821,1603
1208,2022-07-09,0021,P14,4675738,1064,519
1207,2022-07-09,0021,P10,555545,437,155
1206,2022-07-09,0021,P9,675823,628,91
1205,2022-07-09,0021,P8,2649279,1006,371
1203,2022-07-09,0021,P4,5348731,2835,1030
1202,2022-07-09,0021,P13,549920,160,67
1201,2022-07-09,0021,P12,6305007,1287,630
1200,2022-07-09,0021,P11,815358,218,116
1199,2022-07-09,0021,P7,324142,101,49
1198,2022-07-09,0021,P6,5083519,1342,664
1209,2022-07-09,0027,P1,653516,156,100
1222,2022-07-09,03DF,P1,48120,156,31
1247,2022-07-09,0005,P14,3238801,1064,254
1224,2022-07-09,03DF,P6,0,0,0
1197,2022-07-09,0021,P2,1283935,275,126
1246,2022-07-09,0005,P10,845848,435,73
1245,2022-07-09,0005,P9,85000,628,33
